date,sun_spot_norm
2018-06-15,0.058333333333333334
2018-06-16,0.058333333333333334
2018-06-17,0.058333333333333334
2018-06-18,0.12083333333333333
2018-06-19,0.1375
2018-06-20,0.23333333333333334
2018-06-21,0.2
2018-06-22,0.17083333333333334
2018-06-23,0.15416666666666667
2018-06-24,0.07916666666666666
2018-06-25,0.06666666666666667
2018-06-26,0.058333333333333334
2018-06-27,0.058333333333333334
2018-06-28,0.0
2018-06-29,0.0
2018-06-30,0.0
2018-07-01,0.0
2018-07-02,0.0
2018-07-03,0.0
2018-07-04,0.0
2018-07-05,0.0
2018-07-06,0.0
2018-07-07,0.0
2018-07-08,0.0
2018-07-09,0.0
2018-07-10,0.0
2018-07-11,0.0
2018-07-12,0.0
2018-07-13,0.05416666666666667
2018-07-14,0.05
2018-07-15,0.05
2018-07-16,0.0
2018-07-17,0.0
2018-07-18,0.0
2018-07-19,0.0
2018-07-20,0.0
2018-07-21,0.05
2018-07-22,0.0
2018-07-23,0.0
2018-07-24,0.0
2018-07-25,0.0
2018-07-26,0.0
2018-07-27,0.0
2018-07-28,0.0
2018-07-29,0.0
2018-07-30,0.0
2018-07-31,0.0
2018-08-01,0.05
2018-08-02,0.04583333333333333
2018-08-03,0.0
2018-08-04,0.0
2018-08-05,0.0
2018-08-06,0.0
2018-08-07,0.0
2018-08-08,0.0
2018-08-09,0.0
2018-08-10,0.0
2018-08-11,0.0
2018-08-12,0.0
2018-08-13,0.0
2018-08-14,0.05
2018-08-15,0.05416666666666667
2018-08-16,0.05416666666666667
2018-08-17,0.05
2018-08-18,0.04583333333333333
2018-08-19,0.058333333333333334
2018-08-20,0.06666666666666667
2018-08-21,0.06666666666666667
2018-08-22,0.05
2018-08-23,0.0625
2018-08-24,0.12083333333333333
2018-08-25,0.13333333333333333
2018-08-26,0.11666666666666667
2018-08-27,0.05416666666666667
2018-08-28,0.04583333333333333
2018-08-29,0.0
2018-08-30,0.0
2018-08-31,0.0
2018-09-01,0.0
2018-09-02,0.0
2018-09-03,0.0
2018-09-04,0.0
2018-09-05,0.0
2018-09-06,0.0
2018-09-07,0.0
2018-09-08,0.06666666666666667
2018-09-09,0.058333333333333334
2018-09-10,0.05
2018-09-11,0.06666666666666667
2018-09-12,0.058333333333333334
2018-09-13,0.0
2018-09-14,0.0
2018-09-15,0.0
2018-09-16,0.0
2018-09-17,0.05416666666666667
2018-09-18,0.0
2018-09-19,0.0
2018-09-20,0.0
2018-09-21,0.0
2018-09-22,0.0
2018-09-23,0.0
2018-09-24,0.0
2018-09-25,0.0
2018-09-26,0.0
2018-09-27,0.0
2018-09-28,0.0
2018-09-29,0.0
2018-09-30,0.0625
2018-10-01,0.07083333333333333
2018-10-02,0.058333333333333334
2018-10-03,0.05
2018-10-04,0.04583333333333333
2018-10-05,0.0
2018-10-06,0.0
2018-10-07,0.0
2018-10-08,0.0
2018-10-09,0.0
2018-10-10,0.0
2018-10-11,0.020833333333333332
2018-10-12,0.05416666666666667
2018-10-13,0.10833333333333334
2018-10-14,0.09583333333333333
2018-10-15,0.07083333333333333
2018-10-16,0.0
2018-10-17,0.04583333333333333
2018-10-18,0.0
2018-10-19,0.0
2018-10-20,0.0
2018-10-21,0.016666666666666666
2018-10-22,0.0
2018-10-23,0.0
2018-10-24,0.0
2018-10-25,0.0
2018-10-26,0.0
2018-10-27,0.0
2018-10-28,0.0
2018-10-29,0.0
2018-10-30,0.0
2018-10-31,0.0
2018-11-01,0.0
2018-11-02,0.0
2018-11-03,0.0
2018-11-04,0.0
2018-11-05,0.0
2018-11-06,0.0
2018-11-07,0.0
2018-11-08,0.020833333333333332
2018-11-09,0.04583333333333333
2018-11-10,0.0125
2018-11-11,0.0
2018-11-12,0.0625
2018-11-13,0.04583333333333333
2018-11-14,0.04583333333333333
2018-11-15,0.05416666666666667
2018-11-16,0.0625
2018-11-17,0.0625
2018-11-18,0.058333333333333334
2018-11-19,0.05
2018-11-20,0.0
2018-11-21,0.0
2018-11-22,0.0
2018-11-23,0.0
2018-11-24,0.0375
2018-11-25,0.04583333333333333
2018-11-26,0.0125
2018-11-27,0.0
2018-11-28,0.0
2018-11-29,0.0
2018-11-30,0.0
2018-12-01,0.0
2018-12-02,0.0
2018-12-03,0.0
2018-12-04,0.0
2018-12-05,0.07083333333333333
2018-12-06,0.0875
2018-12-07,0.075
2018-12-08,0.020833333333333332
2018-12-09,0.0
2018-12-10,0.0
2018-12-11,0.05416666666666667
2018-12-12,0.0
2018-12-13,0.0
2018-12-14,0.04583333333333333
2018-12-15,0.05
2018-12-16,0.0
2018-12-17,0.0
2018-12-18,0.0
2018-12-19,0.0
2018-12-20,0.0
2018-12-21,0.0
2018-12-22,0.0
2018-12-23,0.0
2018-12-24,0.0
2018-12-25,0.0
2018-12-26,0.0
2018-12-27,0.0
2018-12-28,0.0
2018-12-29,0.0
2018-12-30,0.0
2018-12-31,0.0
2019-01-01,0.05
2019-01-02,0.0625
2019-01-03,0.0625
2019-01-04,0.05416666666666667
2019-01-05,0.04583333333333333
2019-01-06,0.0
2019-01-07,0.0
2019-01-08,0.0
2019-01-09,0.0
2019-01-10,0.0
2019-01-11,0.0
2019-01-12,0.0
2019-01-13,0.0
2019-01-14,0.0
2019-01-15,0.0
2019-01-16,0.0
2019-01-17,0.0
2019-01-18,0.0
2019-01-19,0.0
2019-01-20,0.0
2019-01-21,0.041666666666666664
2019-01-22,0.06666666666666667
2019-01-23,0.07916666666666666
2019-01-24,0.0875
2019-01-25,0.09166666666666666
2019-01-26,0.10833333333333334
2019-01-27,0.07916666666666666
2019-01-28,0.06666666666666667
2019-01-29,0.05416666666666667
2019-01-30,0.04583333333333333
2019-01-31,0.0
2019-02-01,0.0
2019-02-02,0.0
2019-02-03,0.0
2019-02-04,0.0
2019-02-05,0.0
2019-02-06,0.0
2019-02-07,0.0
2019-02-08,0.0
2019-02-09,0.0
2019-02-10,0.0
2019-02-11,0.0
2019-02-12,0.0
2019-02-13,0.05
2019-02-14,0.0
2019-02-15,0.0
2019-02-16,0.0
2019-02-17,0.0
2019-02-18,0.0
2019-02-19,0.0
2019-02-20,0.0
2019-02-21,0.04583333333333333
2019-02-22,0.0
2019-02-23,0.0
2019-02-24,0.0
2019-02-25,0.0
2019-02-26,0.0
2019-02-27,0.0
2019-02-28,0.0
2019-03-01,0.0
2019-03-02,0.0
2019-03-03,0.0
2019-03-04,0.0
2019-03-05,0.058333333333333334
2019-03-06,0.075
2019-03-07,0.06666666666666667
2019-03-08,0.04583333333333333
2019-03-09,0.04583333333333333
2019-03-10,0.04583333333333333
2019-03-11,0.04583333333333333
2019-03-12,0.04583333333333333
2019-03-13,0.0
2019-03-14,0.05
2019-03-15,0.0
2019-03-16,0.0
2019-03-17,0.0
2019-03-18,0.05416666666666667
2019-03-19,0.0625
2019-03-20,0.13333333333333333
2019-03-21,0.15833333333333333
2019-03-22,0.125
2019-03-23,0.09166666666666666
2019-03-24,0.058333333333333334
2019-03-25,0.0
2019-03-26,0.0
2019-03-27,0.0
2019-03-28,0.0
2019-03-29,0.0
2019-03-30,0.0
2019-03-31,0.05416666666666667
2019-04-01,0.058333333333333334
2019-04-02,0.07083333333333333
2019-04-03,0.07916666666666666
2019-04-04,0.04583333333333333
2019-04-05,0.020833333333333332
2019-04-06,0.0
2019-04-07,0.04583333333333333
2019-04-08,0.05
2019-04-09,0.05
2019-04-10,0.05416666666666667
2019-04-11,0.05
2019-04-12,0.05416666666666667
2019-04-13,0.06666666666666667
2019-04-14,0.058333333333333334
2019-04-15,0.05
2019-04-16,0.04583333333333333
2019-04-17,0.06666666666666667
2019-04-18,0.1
2019-04-19,0.1
2019-04-20,0.04583333333333333
2019-04-21,0.020833333333333332
2019-04-22,0.0
2019-04-23,0.0
2019-04-24,0.0
2019-04-25,0.0
2019-04-26,0.0
2019-04-27,0.0
2019-04-28,0.0
2019-04-29,0.0
2019-04-30,0.0
2019-05-01,0.0
2019-05-02,0.0
2019-05-03,0.0
2019-05-04,0.05
2019-05-05,0.05
2019-05-06,0.06666666666666667
2019-05-07,0.10833333333333334
2019-05-08,0.10416666666666667
2019-05-09,0.10833333333333334
2019-05-10,0.10833333333333334
2019-05-11,0.1125
2019-05-12,0.10833333333333334
2019-05-13,0.1
2019-05-14,0.1
2019-05-15,0.075
2019-05-16,0.05416666666666667
2019-05-17,0.05416666666666667
2019-05-18,0.05
2019-05-19,0.0
2019-05-20,0.0
2019-05-21,0.0
2019-05-22,0.0
2019-05-23,0.0
2019-05-24,0.0
2019-05-25,0.0
2019-05-26,0.0
2019-05-27,0.0
2019-05-28,0.0
2019-05-29,0.029166666666666667
2019-05-30,0.0
2019-05-31,0.0
2019-06-01,0.0
2019-06-02,0.0
2019-06-03,0.0
2019-06-04,0.0
2019-06-05,0.0
2019-06-06,0.0
2019-06-07,0.0
2019-06-08,0.0
2019-06-09,0.0
2019-06-10,0.0
2019-06-11,0.0
2019-06-12,0.0
2019-06-13,0.0
2019-06-14,0.0
2019-06-15,0.0
2019-06-16,0.0
2019-06-17,0.0
2019-06-18,0.0
2019-06-19,0.0
2019-06-20,0.0
2019-06-21,0.0
2019-06-22,0.0
2019-06-23,0.0
2019-06-24,0.04583333333333333
2019-06-25,0.05
2019-06-26,0.029166666666666667
2019-06-27,0.0
2019-06-28,0.0
2019-06-29,0.020833333333333332
2019-06-30,0.0
2019-07-01,0.020833333333333332
2019-07-02,0.0
2019-07-03,0.0
2019-07-04,0.0
2019-07-05,0.0
2019-07-06,0.0
2019-07-07,0.0375
2019-07-08,0.020833333333333332
2019-07-09,0.0
2019-07-10,0.0
2019-07-11,0.0
2019-07-12,0.0
2019-07-13,0.0
2019-07-14,0.0
2019-07-15,0.0
2019-07-16,0.0
2019-07-17,0.0
2019-07-18,0.0
2019-07-19,0.0
2019-07-20,0.0
2019-07-21,0.0
2019-07-22,0.03333333333333333
2019-07-23,0.0
2019-07-24,0.0
2019-07-25,0.0
2019-07-26,0.0
2019-07-27,0.0
2019-07-28,0.0
2019-07-29,0.0
2019-07-30,0.0
2019-07-31,0.0
2019-08-01,0.0
2019-08-02,0.0
2019-08-03,0.0
2019-08-04,0.0
2019-08-05,0.03333333333333333
2019-08-06,0.0
2019-08-07,0.029166666666666667
2019-08-08,0.0
2019-08-09,0.0
2019-08-10,0.0
2019-08-11,0.0
2019-08-12,0.0
2019-08-13,0.0
2019-08-14,0.0
2019-08-15,0.0
2019-08-16,0.0
2019-08-17,0.0
2019-08-18,0.0
2019-08-19,0.0
2019-08-20,0.0
2019-08-21,0.0
2019-08-22,0.0
2019-08-23,0.0
2019-08-24,0.0
2019-08-25,0.0
2019-08-26,0.0
2019-08-27,0.0
2019-08-28,0.0
2019-08-29,0.0
2019-08-30,0.0
2019-08-31,0.0
2019-09-01,0.058333333333333334
2019-09-02,0.058333333333333334
2019-09-03,0.020833333333333332
2019-09-04,0.0
2019-09-05,0.0
2019-09-06,0.0
2019-09-07,0.0
2019-09-08,0.0
2019-09-09,0.0
2019-09-10,0.0
2019-09-11,0.0
2019-09-12,0.0
2019-09-13,0.0
2019-09-14,0.0
2019-09-15,0.0
2019-09-16,0.0
2019-09-17,0.0
2019-09-18,0.0
2019-09-19,0.0
2019-09-20,0.0
2019-09-21,0.0
2019-09-22,0.0
2019-09-23,0.0
2019-09-24,0.0
2019-09-25,0.0
2019-09-26,0.0
2019-09-27,0.0
2019-09-28,0.0
2019-09-29,0.0
2019-09-30,0.0
2019-10-01,0.025
2019-10-02,0.025
2019-10-03,0.0
2019-10-04,0.0
2019-10-05,0.0
2019-10-06,0.0
2019-10-07,0.0
2019-10-08,0.0
2019-10-09,0.0
2019-10-10,0.0
2019-10-11,0.0
2019-10-12,0.0
2019-10-13,0.0
2019-10-14,0.0
2019-10-15,0.0
2019-10-16,0.0
2019-10-17,0.0
2019-10-18,0.0
2019-10-19,0.0
2019-10-20,0.0
2019-10-21,0.0
2019-10-22,0.0
2019-10-23,0.0
2019-10-24,0.0
2019-10-25,0.0
2019-10-26,0.0
2019-10-27,0.0
2019-10-28,0.0
2019-10-29,0.0
2019-10-30,0.0
2019-10-31,0.0
2019-11-01,0.029166666666666667
2019-11-02,0.0
2019-11-03,0.0
2019-11-04,0.016666666666666666
2019-11-05,0.0
2019-11-06,0.0
2019-11-07,0.0
2019-11-08,0.0
2019-11-09,0.0
2019-11-10,0.0
2019-11-11,0.0
2019-11-12,0.0
2019-11-13,0.0125
2019-11-14,0.0
2019-11-15,0.0
2019-11-16,0.0
2019-11-17,0.0
2019-11-18,0.0
2019-11-19,0.0
2019-11-20,0.0
2019-11-21,0.0
2019-11-22,0.0
2019-11-23,0.0
2019-11-24,0.0
2019-11-25,0.0
2019-11-26,0.0
2019-11-27,0.0
2019-11-28,0.0
2019-11-29,0.0
2019-11-30,0.0
2019-12-01,0.0
2019-12-02,0.0
2019-12-03,0.0
2019-12-04,0.0
2019-12-05,0.0
2019-12-06,0.0
2019-12-07,0.0
2019-12-08,0.0
2019-12-09,0.0
2019-12-10,0.0
2019-12-11,0.0
2019-12-12,0.0
2019-12-13,0.0
2019-12-14,0.0
2019-12-15,0.0
2019-12-16,0.0
2019-12-17,0.0
2019-12-18,0.0
2019-12-19,0.0
2019-12-20,0.0
2019-12-21,0.0
2019-12-22,0.0
2019-12-23,0.0
2019-12-24,0.06666666666666667
2019-12-25,0.09583333333333333
2019-12-26,0.03333333333333333
2019-12-27,0.0
2019-12-28,0.0
2019-12-29,0.0
2019-12-30,0.0
2019-12-31,0.0
2020-01-01,0.025
2020-01-02,0.05
2020-01-03,0.05416666666666667
2020-01-04,0.05
2020-01-05,0.058333333333333334
2020-01-06,0.029166666666666667
2020-01-07,0.016666666666666666
2020-01-08,0.016666666666666666
2020-01-09,0.0625
2020-01-10,0.016666666666666666
2020-01-11,0.0
2020-01-12,0.0
2020-01-13,0.0
2020-01-14,0.0
2020-01-15,0.0
2020-01-16,0.0
2020-01-17,0.0
2020-01-18,0.0
2020-01-19,0.0
2020-01-20,0.0
2020-01-21,0.0
2020-01-22,0.0
2020-01-23,0.0
2020-01-24,0.03333333333333333
2020-01-25,0.05
2020-01-26,0.07916666666666666
2020-01-27,0.058333333333333334
2020-01-28,0.05
2020-01-29,0.05
2020-01-30,0.05
2020-01-31,0.05
2020-02-01,0.025
2020-02-02,0.0
2020-02-03,0.0
2020-02-04,0.0
2020-02-05,0.0
2020-02-06,0.0
2020-02-07,0.0
2020-02-08,0.0
2020-02-09,0.0
2020-02-10,0.0
2020-02-11,0.0
2020-02-12,0.0
2020-02-13,0.0
2020-02-14,0.0
2020-02-15,0.0
2020-02-16,0.0
2020-02-17,0.0
2020-02-18,0.0
2020-02-19,0.0
2020-02-20,0.0
2020-02-21,0.0
2020-02-22,0.0
2020-02-23,0.0
2020-02-24,0.0
2020-02-25,0.0
2020-02-26,0.0
2020-02-27,0.0
2020-02-28,0.0
2020-02-29,0.0
2020-03-01,0.0
2020-03-02,0.0
2020-03-03,0.0
2020-03-04,0.0
2020-03-05,0.0
2020-03-06,0.0
2020-03-07,0.008333333333333333
2020-03-08,0.06666666666666667
2020-03-09,0.04583333333333333
2020-03-10,0.0
2020-03-11,0.0
2020-03-12,0.0
2020-03-13,0.0
2020-03-14,0.0
2020-03-15,0.0
2020-03-16,0.0
2020-03-17,0.0
2020-03-18,0.0125
2020-03-19,0.0
2020-03-20,0.0
2020-03-21,0.0
2020-03-22,0.0
2020-03-23,0.0
2020-03-24,0.0
2020-03-25,0.0
2020-03-26,0.0
2020-03-27,0.0
2020-03-28,0.0
2020-03-29,0.0
2020-03-30,0.0125
2020-03-31,0.04583333333333333
2020-04-01,0.05416666666666667
2020-04-02,0.05416666666666667
2020-04-03,0.05416666666666667
2020-04-04,0.05416666666666667
2020-04-05,0.0
2020-04-06,0.0
2020-04-07,0.0
2020-04-08,0.0
2020-04-09,0.0
2020-04-10,0.0
2020-04-11,0.0
2020-04-12,0.0
2020-04-13,0.0
2020-04-14,0.0
2020-04-15,0.0
2020-04-16,0.0
2020-04-17,0.0
2020-04-18,0.0
2020-04-19,0.0
2020-04-20,0.0
2020-04-21,0.0
2020-04-22,0.0
2020-04-23,0.0
2020-04-24,0.0
2020-04-25,0.025
2020-04-26,0.05416666666666667
2020-04-27,0.10833333333333334
2020-04-28,0.0625
2020-04-29,0.1
2020-04-30,0.08333333333333333
2020-05-01,0.016666666666666666
2020-05-02,0.0
2020-05-03,0.0
2020-05-04,0.0
2020-05-05,0.0
2020-05-06,0.0
2020-05-07,0.0
2020-05-08,0.0
2020-05-09,0.0
2020-05-10,0.0
2020-05-11,0.0
2020-05-12,0.0
2020-05-13,0.0
2020-05-14,0.0
2020-05-15,0.0
2020-05-16,0.0
2020-05-17,0.0
2020-05-18,0.0
2020-05-19,0.0
2020-05-20,0.0
2020-05-21,0.0
2020-05-22,0.0
2020-05-23,0.0
2020-05-24,0.0
2020-05-25,0.0
2020-05-26,0.0
2020-05-27,0.0
2020-05-28,0.0
2020-05-29,0.0
2020-05-30,0.0
2020-05-31,0.008333333333333333
2020-06-01,0.025
2020-06-02,0.0
2020-06-03,0.0375
2020-06-04,0.04583333333333333
2020-06-05,0.05416666666666667
2020-06-06,0.06666666666666667
2020-06-07,0.06666666666666667
2020-06-08,0.06666666666666667
2020-06-09,0.058333333333333334
2020-06-10,0.05
2020-06-11,0.04583333333333333
2020-06-12,0.04583333333333333
2020-06-13,0.04583333333333333
2020-06-14,0.04583333333333333
2020-06-15,0.03333333333333333
2020-06-16,0.0
2020-06-17,0.0
2020-06-18,0.0
2020-06-19,0.0
2020-06-20,0.0
2020-06-21,0.0
2020-06-22,0.0
2020-06-23,0.0
2020-06-24,0.0
2020-06-25,0.0
2020-06-26,0.025
2020-06-27,0.016666666666666666
2020-06-28,0.0
2020-06-29,0.0
2020-06-30,0.0
2020-07-01,0.016666666666666666
2020-07-02,0.008333333333333333
2020-07-03,0.0
2020-07-04,0.029166666666666667
2020-07-05,0.020833333333333332
2020-07-06,0.020833333333333332
2020-07-07,0.03333333333333333
2020-07-08,0.0
2020-07-09,0.0
2020-07-10,0.0
2020-07-11,0.0
2020-07-12,0.0
2020-07-13,0.0
2020-07-14,0.0
2020-07-15,0.008333333333333333
2020-07-16,0.0
2020-07-17,0.0
2020-07-18,0.0
2020-07-19,0.0
2020-07-20,0.0
2020-07-21,0.025
2020-07-22,0.04583333333333333
2020-07-23,0.04583333333333333
2020-07-24,0.04583333333333333
2020-07-25,0.04583333333333333
2020-07-26,0.04583333333333333
2020-07-27,0.04583333333333333
2020-07-28,0.08333333333333333
2020-07-29,0.0875
2020-07-30,0.0875
2020-07-31,0.0875
2020-08-01,0.10833333333333334
2020-08-02,0.0625
2020-08-03,0.04583333333333333
2020-08-04,0.04583333333333333
2020-08-05,0.05
2020-08-06,0.058333333333333334
2020-08-07,0.07083333333333333
2020-08-08,0.05
2020-08-09,0.05416666666666667
2020-08-10,0.05416666666666667
2020-08-11,0.05
2020-08-12,0.07083333333333333
2020-08-13,0.041666666666666664
2020-08-14,0.020833333333333332
2020-08-15,0.0
2020-08-16,0.0
2020-08-17,0.0
2020-08-18,0.05416666666666667
2020-08-19,0.06666666666666667
2020-08-20,0.05
2020-08-21,0.0125
2020-08-22,0.0
2020-08-23,0.0
2020-08-24,0.0
2020-08-25,0.0
2020-08-26,0.0
2020-08-27,0.0
2020-08-28,0.0
2020-08-29,0.0
2020-08-30,0.0
2020-08-31,0.0
2020-09-01,0.0
2020-09-02,0.0
2020-09-03,0.0
2020-09-04,0.0
2020-09-05,0.0
2020-09-06,0.0
2020-09-07,0.0
2020-09-08,0.0
2020-09-09,0.0
2020-09-10,0.0
2020-09-11,0.0
2020-09-12,0.0
2020-09-13,0.0
2020-09-14,0.008333333333333333
2020-09-15,0.0
2020-09-16,0.0
2020-09-17,0.0
2020-09-18,0.0
2020-09-19,0.0
2020-09-20,0.0
2020-09-21,0.0
2020-09-22,0.0
2020-09-23,0.029166666666666667
2020-09-24,0.020833333333333332
2020-09-25,0.016666666666666666
2020-09-26,0.0
2020-09-27,0.0
2020-09-28,0.0
2020-09-29,0.0
2020-09-30,0.0
2020-10-01,0.0
2020-10-02,0.0
2020-10-03,0.0
2020-10-04,0.0
2020-10-05,0.0
2020-10-06,0.0
2020-10-07,0.0
2020-10-08,0.025
2020-10-09,0.08333333333333333
2020-10-10,0.075
2020-10-11,0.08333333333333333
2020-10-12,0.058333333333333334
2020-10-13,0.0
2020-10-14,0.016666666666666666
2020-10-15,0.05416666666666667
2020-10-16,0.05416666666666667
2020-10-17,0.058333333333333334
2020-10-18,0.0875
2020-10-19,0.07083333333333333
2020-10-20,0.058333333333333334
2020-10-21,0.058333333333333334
2020-10-22,0.05
2020-10-23,0.07083333333333333
2020-10-24,0.075
2020-10-25,0.07916666666666666
2020-10-26,0.09166666666666666
2020-10-27,0.17083333333333334
2020-10-28,0.14583333333333334
2020-10-29,0.175
2020-10-30,0.14166666666666666
2020-10-31,0.10833333333333334
2020-11-01,0.020833333333333332
2020-11-02,0.0375
2020-11-03,0.06666666666666667
2020-11-04,0.10833333333333334
2020-11-05,0.12916666666666665
2020-11-06,0.17083333333333334
2020-11-07,0.15833333333333333
2020-11-08,0.18333333333333332
2020-11-09,0.12083333333333333
2020-11-10,0.12083333333333333
2020-11-11,0.12083333333333333
2020-11-12,0.13333333333333333
2020-11-13,0.10833333333333334
2020-11-14,0.08333333333333333
2020-11-15,0.020833333333333332
2020-11-16,0.0
2020-11-17,0.041666666666666664
2020-11-18,0.05416666666666667
2020-11-19,0.05416666666666667
2020-11-20,0.05416666666666667
2020-11-21,0.10833333333333334
2020-11-22,0.14166666666666666
2020-11-23,0.2
2020-11-24,0.18333333333333332
2020-11-25,0.22083333333333333
2020-11-26,0.24166666666666667
2020-11-27,0.3125
2020-11-28,0.35833333333333334
2020-11-29,0.4
2020-11-30,0.3625
2020-12-01,0.23333333333333334
2020-12-02,0.2
2020-12-03,0.1875
2020-12-04,0.17083333333333334
2020-12-05,0.15416666666666667
2020-12-06,0.10416666666666667
2020-12-07,0.0875
2020-12-08,0.058333333333333334
2020-12-09,0.058333333333333334
2020-12-10,0.05
2020-12-11,0.05
2020-12-12,0.04583333333333333
2020-12-13,0.04583333333333333
2020-12-14,0.05416666666666667
2020-12-15,0.08333333333333333
2020-12-16,0.058333333333333334
2020-12-17,0.05416666666666667
2020-12-18,0.029166666666666667
2020-12-19,0.0
2020-12-20,0.0
2020-12-21,0.05
2020-12-22,0.05
2020-12-23,0.1
2020-12-24,0.11666666666666667
2020-12-25,0.12916666666666665
2020-12-26,0.14583333333333334
2020-12-27,0.1375
2020-12-28,0.125
2020-12-29,0.13333333333333333
2020-12-30,0.13333333333333333
2020-12-31,0.14166666666666666
2021-01-01,0.1
2021-01-02,0.07083333333333333
2021-01-03,0.0
2021-01-04,0.0
2021-01-05,0.0
2021-01-06,0.0
2021-01-07,0.0
2021-01-08,0.0
2021-01-09,0.0
2021-01-10,0.0
2021-01-11,0.0
2021-01-12,0.0
2021-01-13,0.0
2021-01-14,0.0125
2021-01-15,0.058333333333333334
2021-01-16,0.05
2021-01-17,0.058333333333333334
2021-01-18,0.05
2021-01-19,0.08333333333333333
2021-01-20,0.0875
2021-01-21,0.10416666666666667
2021-01-22,0.14583333333333334
2021-01-23,0.13333333333333333
2021-01-24,0.09583333333333333
2021-01-25,0.1125
2021-01-26,0.07083333333333333
2021-01-27,0.08333333333333333
2021-01-28,0.029166666666666667
2021-01-29,0.0
2021-01-30,0.0
2021-01-31,0.0
2021-02-01,0.0
2021-02-02,0.0375
2021-02-03,0.029166666666666667
2021-02-04,0.0
2021-02-05,0.0
2021-02-06,0.0
2021-02-07,0.0
2021-02-08,0.008333333333333333
2021-02-09,0.008333333333333333
2021-02-10,0.0
2021-02-11,0.0
2021-02-12,0.0
2021-02-13,0.0
2021-02-14,0.0
2021-02-15,0.0
2021-02-16,0.0
2021-02-17,0.0
2021-02-18,0.041666666666666664
2021-02-19,0.0375
2021-02-20,0.0375
2021-02-21,0.041666666666666664
2021-02-22,0.06666666666666667
2021-02-23,0.15
2021-02-24,0.15833333333333333
2021-02-25,0.14166666666666666
2021-02-26,0.075
2021-02-27,0.07083333333333333
2021-02-28,0.05416666666666667
2021-03-01,0.041666666666666664
2021-03-02,0.06666666666666667
2021-03-03,0.14583333333333334
2021-03-04,0.125
2021-03-05,0.05416666666666667
2021-03-06,0.029166666666666667
2021-03-07,0.0875
2021-03-08,0.058333333333333334
2021-03-09,0.0625
2021-03-10,0.07083333333333333
2021-03-11,0.09166666666666666
2021-03-12,0.058333333333333334
2021-03-13,0.04583333333333333
2021-03-14,0.09583333333333333
2021-03-15,0.1
2021-03-16,0.07916666666666666
2021-03-17,0.05416666666666667
2021-03-18,0.05416666666666667
2021-03-19,0.05416666666666667
2021-03-20,0.04583333333333333
2021-03-21,0.03333333333333333
2021-03-22,0.09166666666666666
2021-03-23,0.1125
2021-03-24,0.125
2021-03-25,0.1125
2021-03-26,0.10416666666666667
2021-03-27,0.07916666666666666
2021-03-28,0.05
2021-03-29,0.05
2021-03-30,0.0375
2021-03-31,0.0
2021-04-01,0.0
2021-04-02,0.0
2021-04-03,0.016666666666666666
2021-04-04,0.05
2021-04-05,0.04583333333333333
2021-04-06,0.025
2021-04-07,0.0
2021-04-08,0.0
2021-04-09,0.0
2021-04-10,0.0
2021-04-11,0.041666666666666664
2021-04-12,0.058333333333333334
2021-04-13,0.07916666666666666
2021-04-14,0.0875
2021-04-15,0.10416666666666667
2021-04-16,0.14583333333333334
2021-04-17,0.0625
2021-04-18,0.075
2021-04-19,0.15
2021-04-20,0.2375
2021-04-21,0.19166666666666665
2021-04-22,0.18333333333333332
2021-04-23,0.15416666666666667
2021-04-24,0.225
2021-04-25,0.22916666666666666
2021-04-26,0.20833333333333334
2021-04-27,0.22916666666666666
2021-04-28,0.19166666666666665
2021-04-29,0.15416666666666667
2021-04-30,0.11666666666666667
2021-05-01,0.041666666666666664
2021-05-02,0.0
2021-05-03,0.0
2021-05-04,0.0
2021-05-05,0.0
2021-05-06,0.0
2021-05-07,0.041666666666666664
2021-05-08,0.07083333333333333
2021-05-09,0.08333333333333333
2021-05-10,0.14166666666666666
2021-05-11,0.13333333333333333
2021-05-12,0.1375
2021-05-13,0.125
2021-05-14,0.10833333333333334
2021-05-15,0.11666666666666667
2021-05-16,0.05416666666666667
2021-05-17,0.058333333333333334
2021-05-18,0.11666666666666667
2021-05-19,0.1125
2021-05-20,0.08333333333333333
